optS0 = -1603.15490549
tdS0 = -1603.06533117
optS1 = -1603.07442199
optR1 = -1603.06810528

Name     Definition     optS0     optS1     optR1
 A20      A(6,7,24)  119.6526  119.5907  119.1568
 A21      A(8,7,24)  120.1944  120.1200  120.1051
 A22       A(7,8,9)  119.9583  119.5131  118.8095
 A23      A(7,8,25)  120.0191  120.2476  120.5854
 A24      A(9,8,25)  120.0226  120.2391  120.5860
 A25      A(8,9,10)  120.1679  120.3404  120.7364
 A26      A(8,9,26)  120.1867  120.1061  120.1067
 A27     A(10,9,26)  119.6451  119.5505  119.1524
 A28     A(9,10,11)  120.1288  120.7433  121.4627
 A29     A(9,10,27)  120.2129  119.7591  118.4166
 A30    A(11,10,27)  119.6354  119.4725  120.0831
 A31     A(6,11,10)  119.4445  118.3153  116.6815
 A32     A(6,11,12)  120.0959  120.3774  121.5786
 A33    A(10,11,12)  120.4591  121.3046  121.6295
 A34     A(5,12,11)  120.3189  121.4590  123.1462
 A35     A(5,12,13)  119.8597  118.3736  113.6278
 A36    A(11,12,13)  119.8167  120.0772  123.0869
 A37    A(12,13,14)  130.9808  131.1758  133.0100
 A38    A(12,13,17)  120.9996  120.9927  119.4782
 A39    A(14,13,17)  107.8504  107.6283  107.0857
 A40    A(13,14,15)  107.5840  107.6676  107.9537
 A41    A(13,14,28)  125.0907  124.9457  125.5751
 A42    A(15,14,28)  127.2757  127.3022  126.2513
 A43    A(14,15,16)  105.7295  105.9617  105.9374
 A44    A(14,15,40)  128.0875  128.2376  128.1062
 A45    A(16,15,40)  126.1823  125.8001  125.9559
 A46    A(15,16,17)  110.5346  109.9407  109.6283
 A47    A(15,16,29)  129.0522  129.7081  130.0492
 A48    A(17,16,29)  120.4115  120.3472  120.3119
 A49    A(13,17,16)  108.3005  108.7981  109.3941
 A50    A(13,17,19)  125.7160  125.4776  122.7060
 A51    A(16,17,19)  125.9693  125.6129  127.8994
 A52     A(1,19,17)  105.6156  104.9428  102.5780
 A53     A(1,19,18)  110.7062  110.8550  110.7400
 A54     A(1,19,20)  109.7494  110.2632  110.6311
 A55    A(17,19,18)  110.3830  110.7828  110.7357
 A56    A(17,19,20)  110.1768  110.5260  110.6819
 A57    A(18,19,20)  110.1231  109.4111  111.1771
 A58     A(3,30,31)  120.8366  120.8462  120.9375
 A59     A(3,30,32)  121.3497  121.5609  121.4542
 A60    A(31,30,32)  117.8136  117.5928  117.6082
 A61    A(30,31,33)  121.1391  121.1980  121.1936
 A62    A(30,31,36)  119.8537  119.7985  119.8279
 A63    A(33,31,36)  119.0018  119.0029  118.9772
 A64    A(30,32,34)  121.7266  121.8108  121.8091
 A65    A(30,32,37)  119.9534  119.9424  119.9481
 A66    A(34,32,37)  118.3137  118.2449  118.2415
 A67    A(31,33,35)  120.3588  120.3196  120.3307
 A68    A(31,33,38)  121.1986  121.3549  121.3304
 A69    A(35,33,38)  118.4409  118.3254  118.3386
 A70    A(32,34,35)  119.5955  119.5608  119.5615
 A71    A(32,34,39)  119.1765  119.3249  119.2872
 A72    A(35,34,39)  121.2266  121.1141  121.1512
 A73    A(33,35,34)  119.3658  119.5180  119.4966
 A74    A(33,35,50)  116.0135  115.9738  115.9660
 A75    A(34,35,50)  124.6207  124.5082  124.5374
 A76    A(15,40,41)  120.7615  120.8048  120.8979
 A77    A(15,40,42)  121.4235  121.5984  121.4819
 A78    A(41,40,42)  117.8150  117.5967  117.6199
 A79    A(40,41,43)  121.1475  121.1985  121.1928
 A80    A(40,41,46)  119.8058  119.7671  119.8108
 A81    A(43,41,46)  119.0407  119.0331  118.9944
 A82    A(40,42,44)  121.7153  121.8046  121.7970
 A83    A(40,42,47)  119.9698  119.9471  119.9441
 A84    A(44,42,47)  118.3084  118.2466  118.2564
 A85    A(41,43,45)  120.3485  120.3148  120.3234
 A86    A(41,43,48)  121.2040  121.3618  121.3346
 A87    A(45,43,48)  118.4455  118.3233  118.3418
 A88    A(42,44,45)  119.6058  119.5633  119.5628
 A89    A(42,44,49)  119.1758  119.3263  119.2883
 A90    A(45,44,49)  121.2171  121.1103  121.1487
 A91    A(43,45,44)  119.3672  119.5220  119.5038
 A92    A(43,45,55)  116.0238  115.9725  115.9611
 A93    A(44,45,55)  124.6089  124.5055  124.5351
 A94    A(35,50,51)  117.3322  117.7890  117.7468
 A95    A(50,51,52)  106.1335  105.9726  105.9848
 A96    A(50,51,53)  111.1806  110.9732  110.9922
 A97    A(50,51,54)  111.1828  110.9761  110.9863
 A98    A(52,51,53)  109.4766  109.6372  109.6162
 A99    A(52,51,54)  109.4914  109.6357  109.6264
A100    A(53,51,54)  109.3143  109.5799  109.5690
A101    A(45,55,56)  117.3269  117.7947  117.7351
A102    A(55,56,57)  106.1345  105.9701  105.9939
A103    A(55,56,58)  111.1815  110.9734  110.9864
A104    A(55,56,59)  111.1851  110.9722  110.9900
A105    A(57,56,58)  109.4893  109.6340  109.6293
A106    A(57,56,59)  109.4752  109.6372  109.6216
A107    A(58,56,59)  109.3136  109.5877  109.5547
  D1     D(5,1,2,3)    0.0151   -0.6997    0.0547
  D2    D(5,1,2,21) -178.4352 -178.8342 -179.0247
  D3    D(19,1,2,3)  171.5374  169.6880  179.8485
  D4   D(19,1,2,21)   -6.9129   -8.4466    0.7691
  D5     D(2,1,5,4)    0.4805    1.3138   -0.2434
  D6    D(2,1,5,12) -179.5878 -177.4302 -173.7562
  D7    D(19,1,5,4) -171.0369 -168.9931  179.9500
  D8   D(19,1,5,12)    8.8947   12.2630    6.4372
  D9   D(2,1,19,17)  176.6073  168.9211  143.0699
 D10   D(2,1,19,18)   57.1178   49.2735   24.8803
 D11   D(2,1,19,20)  -64.6507  -72.0420  -98.8525
 D12   D(5,1,19,17)  -13.3063  -22.2856  -37.1612
 D13   D(5,1,19,18) -132.7958 -141.9332 -155.3508
 D14   D(5,1,19,20)  105.4357   96.7512   80.9164
 D15     D(1,2,3,4)   -0.5059   -0.1775    0.1529
 D16    D(1,2,3,30) -179.9557 -179.6958 -179.6229
 D17    D(21,2,3,4)  177.7749  177.7314  179.1144
 D18   D(21,2,3,30)   -1.6749   -1.7869   -0.6614
 D19     D(2,3,4,5)    0.7807    0.9832   -0.3000
 D20    D(2,3,4,22) -179.8342 -179.8402  174.7254
 D21    D(30,3,4,5) -179.7848 -179.5141  179.4690
 D22   D(30,3,4,22)   -0.3997   -0.3375   -5.5056
 D23   D(2,3,30,31)  160.4871  174.6976  175.1570
 D24   D(2,3,30,32)  -19.5830   -5.4658   -4.9740
 D25   D(4,3,30,31)  -18.8392   -4.7129   -4.5688
 D26   D(4,3,30,32)  161.0907  175.1236  175.3002
 D27     D(3,4,5,1)   -0.7939   -1.4066    0.3349
 D28    D(3,4,5,12)  179.2842  177.1400  172.5970
 D29    D(22,4,5,1)  179.8052  179.3984 -174.7350
 D30   D(22,4,5,12)   -0.1167   -2.0551   -2.4728
 D31   D(1,5,12,11)  179.0699 -179.8227 -154.4983
 D32   D(1,5,12,13)   -0.1362    3.6285   29.6721
 D33   D(4,5,12,11)   -1.0167    1.7865   34.0005
 D34   D(4,5,12,13)  179.7772 -174.7623 -141.8292
 D35    D(11,6,7,8)   -0.7451   -0.1310    0.8841
 D36   D(11,6,7,24)  179.1374  179.4057 -179.9087
 D37    D(23,6,7,8) -179.2055 -178.8738 -176.8697
 D38   D(23,6,7,24)    0.6770    0.6629    2.3375
 D39   D(7,6,11,10)    0.5267    0.4190   -3.3812
 D40   D(7,6,11,12) -179.7214  179.8254 -179.6187
 D41  D(23,6,11,10)  178.9975  179.1699  174.3357
 D42  D(23,6,11,12)   -1.2506   -1.4237   -1.9018
 D43     D(6,7,8,9)    0.2709   -0.1895    1.7527
 D44    D(6,7,8,25) -179.6634  179.9724 -179.8268
 D45    D(24,7,8,9) -179.6110 -179.7238 -177.4470
 D46   D(24,7,8,25)    0.4547    0.4382    0.9735
 D47    D(7,8,9,10)    0.4216    0.2131   -1.7571
 D48    D(7,8,9,26) -179.3786 -179.1508  177.4616
 D49   D(25,8,9,10) -179.6441 -179.9489  179.8225
 D50   D(25,8,9,26)    0.5557    0.6873   -0.9589
 D51   D(8,9,10,11)   -0.6375    0.0837   -0.8753
 D52   D(8,9,10,27) -178.8923 -178.0834  176.8922
 D53  D(26,9,10,11)  179.1638  179.4511  179.8986
 D54  D(26,9,10,27)    0.9091    1.2840   -2.3338
 D55   D(9,10,11,6)    0.1637   -0.3953    3.3768
 D56  D(9,10,11,12) -179.5873 -179.7959  179.6122
 D57  D(27,10,11,6)  178.4285  177.7770 -174.3540
 D58 D(27,10,11,12)   -1.3225   -1.6237    1.8814
 D59   D(6,11,12,5)  128.4020  134.7355 -179.8739
 D60  D(6,11,12,13)  -52.3915  -48.7737   -4.4349
 D61  D(10,11,12,5)  -51.8486  -45.8761    4.0747
 D62 D(10,11,12,13)  127.3579  130.6147  179.5138
 D63  D(5,12,13,14)  173.0647  168.9258  141.8273
 D64  D(5,12,13,17)   -1.5934   -5.2096  -29.6076
 D65 D(11,12,13,14)   -6.1454   -7.6723  -34.0052
 D66 D(11,12,13,17)  179.1964  178.1924  154.5599
 D67 D(12,13,14,15) -175.5297 -174.2290 -172.4739
 D68 D(12,13,14,28)    2.0623    2.6311    2.4045
 D69 D(17,13,14,15)   -0.3388    0.4976   -0.2696
 D70 D(17,13,14,28)  177.2532  177.3578  174.6088
 D71 D(12,13,17,16)  175.9979  174.7381  173.6431
 D72 D(12,13,17,19)   -5.3052   -8.9296   -6.5820
 D73 D(14,13,17,16)    0.2323   -0.6332    0.1853
 D74 D(14,13,17,19)  178.9292  175.6991  179.9602
 D75 D(13,14,15,16)    0.3080   -0.1922    0.2512
 D76 D(13,14,15,40)  179.9893  179.5169 -179.5172
 D77 D(28,14,15,16) -177.2159 -176.9566 -174.5830
 D78 D(28,14,15,40)    2.4655    2.7526    5.6485
 D79 D(14,15,16,17)   -0.1724   -0.2034   -0.1397
 D80 D(14,15,16,29) -179.6804 -179.4639 -178.9334
 D81 D(40,15,16,17) -179.8617 -179.9217  179.6352
 D82 D(40,15,16,29)    0.6303    0.8178    0.8415
 D83 D(14,15,40,41)   19.7498    5.2746    6.0641
 D84 D(14,15,40,42) -160.1292 -174.5852 -173.7234
 D85 D(16,15,40,41) -160.6303 -175.0702 -173.6609
 D86 D(16,15,40,42)   19.4907    5.0700    6.5517
 D87 D(15,16,17,13)   -0.0377    0.5181   -0.0270
 D88 D(15,16,17,19) -178.7304 -175.8080 -179.7869
 D89 D(29,16,17,13)  179.5192  179.8589  178.9034
 D90 D(29,16,17,19)    0.8265    3.5328   -0.8565
 D91  D(13,17,19,1)   11.5170   20.5744   37.2328
 D92 D(13,17,19,18)  131.2197  140.2702  155.4254
 D93 D(13,17,19,20) -106.9403  -98.2859  -80.8088
 D94  D(16,17,19,1) -170.0118 -163.6975 -143.0363
 D95 D(16,17,19,18)  -50.3090  -44.0017  -24.8437
 D96 D(16,17,19,20)   71.5310   77.4422   98.9221
 D97  D(3,30,31,33)  179.8555  179.8956  179.7377
 D98  D(3,30,31,36)   -1.0006   -0.4069   -0.6836
 D99 D(32,30,31,33)   -0.0769    0.0527   -0.1362
D100 D(32,30,31,36)  179.0671  179.7502  179.4425
D101  D(3,30,32,34)  179.9125 -179.8590 -179.7434
D102  D(3,30,32,37)   -1.0189   -0.3712   -0.1528
D103 D(31,30,32,34)   -0.1556   -0.0173    0.1298
D104 D(31,30,32,37)  178.9130  179.4704  179.7203
D105 D(30,31,33,35)    0.2242   -0.0505    0.0646
D106 D(30,31,33,38)  179.7541  179.8898  179.8786
D107 D(36,31,33,35) -178.9269 -179.7503 -179.5176
D108 D(36,31,33,38)    0.6030    0.1900    0.2964
D109 D(30,32,34,35)    0.2385   -0.0200   -0.0511
D110 D(30,32,34,39)  179.8253  179.8403  179.8648
D111 D(37,32,34,35) -178.8448 -179.5161 -179.6483
D112 D(37,32,34,39)    0.7419    0.3442    0.2676
D113 D(31,33,35,34)   -0.1395    0.0116    0.0185
D114 D(31,33,35,50)  179.8530 -179.9467  179.9542
D115 D(38,33,35,34) -179.6822 -179.9305 -179.8010
D116 D(38,33,35,50)    0.3103    0.1113    0.1346
D117 D(32,34,35,33)   -0.0879    0.0233   -0.0254
D118 D(32,34,35,50)  179.9203  179.9777 -179.9551
D119 D(39,34,35,33) -179.6660 -179.8346 -179.9397
D120 D(39,34,35,50)    0.3422    0.1199    0.1305
D121 D(33,35,50,51) -179.7728  179.8938 -179.7145
D122 D(34,35,50,51)    0.2193   -0.0620    0.2175
D123 D(15,40,41,43) -179.7490 -179.8316 -179.6176
D124 D(15,40,41,46)    1.1515    0.5891    0.8991
D125 D(42,40,41,43)    0.1343    0.0336    0.1778
D126 D(42,40,41,46) -178.9652 -179.5457 -179.3055
D127 D(15,40,42,44) -179.9983  179.8260  179.6142
D128 D(15,40,42,47)    0.9418    0.3042    0.1996
D129 D(41,40,42,44)    0.1192   -0.0381   -0.1799
D130 D(41,40,42,47) -178.9406 -179.5599 -179.5946
D131 D(40,41,43,45)   -0.2676    0.0031   -0.0505
D132 D(40,41,43,48) -179.7461 -179.8618 -179.8592
D133 D(46,41,43,45)  178.8387  179.5855  179.4369
D134 D(46,41,43,48)   -0.6398   -0.2794   -0.3718
D135 D(40,42,44,45)   -0.2374    0.0055    0.0536
D136 D(40,42,44,49) -179.8205 -179.8608 -179.7906
D137 D(47,42,44,45)  178.8375  179.5351  179.4777
D138 D(47,42,44,49)   -0.7456   -0.3312   -0.3665
D139 D(41,43,45,44)    0.1459   -0.0367   -0.0814
D140 D(41,43,45,55) -179.8148  179.9728  179.9653
D141 D(48,43,45,44)  179.6387  179.8322  179.7330
D142 D(48,43,45,55)   -0.3221   -0.1582   -0.2203
D143 D(42,44,45,43)    0.1023    0.0324    0.0798
D144 D(42,44,45,55) -179.9405 -179.9781 -179.9711
D145 D(49,44,45,43)  179.6767  179.8962  179.9210
D146 D(49,44,45,55)   -0.3661   -0.1142   -0.1298
D147 D(43,45,55,56)  179.6845 -179.9490  179.9155
D148 D(44,45,55,56)   -0.2740    0.0611   -0.0353
D149 D(35,50,51,52)  179.7693 -179.9851  179.7911
D150 D(35,50,51,53)  -61.2624  -61.0328  -61.2645
D151 D(35,50,51,54)   60.7821   61.0629   60.8375
D152 D(45,55,56,57) -179.7710 -179.9692 -179.9714
D153 D(45,55,56,58)  -60.7864  -61.0223  -61.0088
D154 D(45,55,56,59)   61.2595   61.0807   61.0735
