optS0 = -1603.15244745
tdS0 = -1603.06265916
optS1 = -1603.07084459
optR1 = -1603.06480887

Name     Definition    optS0    optS1    optR1
 A53     A(1,19,18)  1.93167  1.93424  1.93146
 A54     A(1,19,20)  1.91497  1.92476  1.93165
 A55    A(17,19,18)  1.92610  1.93284  1.93136
 A56    A(17,19,20)  1.92255  1.92951  1.93250
 A57    A(18,19,20)  1.92545  1.91222  1.94394
 A58     A(3,30,31)  2.10922  2.10975  2.11127
 A59     A(3,30,32)  2.11778  2.12148  2.11976
 A60    A(31,30,32)  2.05618  2.05195  2.05216
 A61    A(30,31,33)  2.11446  2.11565  2.11564
 A62    A(30,31,36)  2.09105  2.09022  2.09074
 A63    A(33,31,36)  2.07756  2.07731  2.07678
 A64    A(30,32,34)  2.12446  2.12616  2.12616
 A65    A(30,32,37)  2.09293  2.09256  2.09270
 A66    A(34,32,37)  2.06568  2.06443  2.06430
 A67    A(31,33,35)  2.10046  2.09989  2.10007
 A68    A(31,33,38)  2.11613  2.11865  2.11824
 A69    A(35,33,38)  2.06656  2.06465  2.06487
 A70    A(32,34,35)  2.08736  2.08678  2.08683
 A71    A(32,34,39)  2.08009  2.08258  2.08196
 A72    A(35,34,39)  2.11571  2.11382  2.11440
 A73    A(33,35,34)  2.08344  2.08594  2.08552
 A74    A(33,35,50)  2.02459  2.02397  2.02389
 A75    A(34,35,50)  2.17516  2.17327  2.17377
 A76    A(15,40,41)  2.10799  2.10904  2.11070
 A77    A(15,40,42)  2.11907  2.12214  2.12015
 A78    A(41,40,42)  2.05612  2.05200  2.05233
 A79    A(40,41,43)  2.11466  2.11565  2.11563
 A80    A(40,41,46)  2.09027  2.08967  2.09054
 A81    A(43,41,46)  2.07814  2.07784  2.07699
 A82    A(40,42,44)  2.12431  2.12606  2.12598
 A83    A(40,42,47)  2.09324  2.09265  2.09265
 A84    A(44,42,47)  2.06552  2.06444  2.06452
 A85    A(41,43,45)  2.10029  2.09981  2.09996
 A86    A(41,43,48)  2.11623  2.11879  2.11829
 A87    A(45,43,48)  2.06663  2.06459  2.06493
 A88    A(42,44,45)  2.08755  2.08681  2.08684
 A89    A(42,44,49)  2.08004  2.08263  2.08198
 A90    A(45,44,49)  2.11557  2.11375  2.11437
 A91    A(43,45,44)  2.08343  2.08603  2.08563
 A92    A(43,45,55)  2.02476  2.02395  2.02380
 A93    A(44,45,55)  2.17499  2.17321  2.17375
 A94    A(35,50,51)  2.04769  2.05559  2.05480
 A95    A(50,51,52)  1.85254  1.84984  1.85007
 A96    A(50,51,53)  1.94092  1.93740  1.93773
 A97    A(50,51,54)  1.94092  1.93740  1.93763
 A98    A(52,51,53)  1.91041  1.91313  1.91274
 A99    A(52,51,54)  1.91068  1.91312  1.91295
A100    A(53,51,54)  1.90748  1.91200  1.91177
A101    A(45,55,56)  2.04762  2.05575  2.05464
A102    A(55,56,57)  1.85255  1.84977  1.85020
A103    A(55,56,58)  1.94093  1.93734  1.93762
A104    A(55,56,59)  1.94096  1.93734  1.93768
A105    A(57,56,58)  1.91063  1.91311  1.91299
A106    A(57,56,59)  1.91040  1.91314  1.91284
A107    A(58,56,59)  1.90749  1.91218  1.91158
  D1     D(5,1,2,3)  0.00031 -0.01287  0.00031
  D2    D(5,1,2,21) -3.11340 -3.12010 -3.12408
  D3    D(19,1,2,3)  2.99260  2.95877 -3.14086
  D4   D(19,1,2,21) -0.12111 -0.14846  0.01793
  D5     D(2,1,5,4)  0.00843  0.02361 -0.00367
  D6    D(2,1,5,12) -3.13288 -3.09581 -3.02796
  D7    D(19,1,5,4) -2.98370 -2.94630  3.13753
  D8   D(19,1,5,12)  0.15817  0.21747  0.11323
  D9   D(2,1,19,17)  3.07853  2.94726  2.48936
 D10   D(2,1,19,18)  0.99492  0.86152  0.43032
 D11   D(2,1,19,20) -1.13397 -1.25900 -1.73337
 D12   D(5,1,19,17) -0.23768 -0.39260 -0.65176
 D13   D(5,1,19,18) -2.32129 -2.47833 -2.71080
 D14   D(5,1,19,20)  1.83300  1.68433  1.40869
 D15     D(1,2,3,4) -0.00895 -0.00271  0.00312
 D16    D(1,2,3,30) -3.14106 -3.13477 -3.13339
 D17    D(21,2,3,4)  3.10170  3.10030  3.12528
 D18   D(21,2,3,30) -0.03041 -0.03176 -0.01124
 D19     D(2,3,4,5)  0.01376  0.01720 -0.00532
 D20    D(2,3,4,22) -3.13931 -3.13739  3.04863
 D21    D(30,3,4,5) -3.13758 -3.13423  3.13105
 D22   D(30,3,4,22) -0.00747 -0.00563 -0.09819
 D23   D(2,3,30,31)  2.78793  3.04417  3.05189
 D24   D(2,3,30,32) -0.35498 -0.09992 -0.09206
 D25   D(4,3,30,31) -0.34205 -0.08576 -0.08350
 D26   D(4,3,30,32)  2.79823  3.05334  3.05574
 D27     D(3,4,5,1) -0.01397 -0.02497  0.00556
 D28    D(3,4,5,12)  3.12730  3.09097  3.00741
 D29    D(22,4,5,1)  3.13881  3.12932 -3.04927
 D30   D(22,4,5,12) -0.00310 -0.03793 -0.04741
 D31   D(1,5,12,11)  3.12549 -3.13889 -2.69399
 D32   D(1,5,12,13) -0.00175  0.06282  0.52067
 D33   D(4,5,12,11) -0.01574  0.03111  0.60106
 D34   D(4,5,12,13)  3.14020 -3.05037 -2.46746
 D35    D(11,6,7,8) -0.01287 -0.00266  0.01568
 D36   D(11,6,7,24)  3.12653  3.13043 -3.14045
 D37    D(23,6,7,8) -3.12794 -3.12095 -3.08596
 D38   D(23,6,7,24)  0.01146  0.01213  0.04109
 D39   D(7,6,11,10)  0.00915  0.00761 -0.05987
 D40   D(7,6,11,12) -3.13682  3.13872 -3.13733
 D41  D(23,6,11,10)  3.12443  3.12607  3.04117
 D42  D(23,6,11,12) -0.02155 -0.02601 -0.03629
 D43     D(6,7,8,9)  0.00465 -0.00320  0.03097
 D44    D(6,7,8,25) -3.13580  3.14122 -3.13902
 D45    D(24,7,8,9) -3.13474 -3.13624 -3.09595
 D46   D(24,7,8,25)  0.00799  0.00818  0.01725
 D47    D(7,8,9,10)  0.00728  0.00394 -0.03105
 D48    D(7,8,9,26) -3.13073 -3.12617  3.09617
 D49   D(25,8,9,10) -3.13545 -3.14047  3.13894
 D50   D(25,8,9,26)  0.00973  0.01260 -0.01703
 D51   D(8,9,10,11) -0.01095  0.00116 -0.01552
 D52   D(8,9,10,27) -3.12251 -3.10701  3.08633
 D53  D(26,9,10,11)  3.12707  3.13134  3.14031
 D54  D(26,9,10,27)  0.01551  0.02317 -0.04102
 D55   D(9,10,11,6)  0.00274 -0.00686  0.05979
 D56  D(9,10,11,12) -3.13446 -3.13787  3.13721
 D57  D(27,10,11,6)  3.11449  3.10142 -3.04147
 D58 D(27,10,11,12) -0.02271 -0.02959  0.03596
 D59   D(6,11,12,5)  2.23722  2.35527 -3.13774
 D60  D(6,11,12,13) -0.91871 -0.84749 -0.07619
 D61  D(10,11,12,5) -0.90879 -0.79713  0.07114
 D62 D(10,11,12,13)  2.21846  2.28330  3.13269
 D63  D(5,12,13,14)  3.01890  2.94484  2.46727
 D64  D(5,12,13,17) -0.02813 -0.09189 -0.52001
 D65 D(11,12,13,14) -0.10841 -0.13751 -0.60129
 D66 D(11,12,13,17)  3.12774  3.10894  2.69461
 D67 D(12,13,14,15) -3.06210 -3.03895 -3.00579
 D68 D(12,13,14,28)  0.03592  0.04628  0.04629
 D69 D(17,13,14,15) -0.00565  0.00837 -0.00467
 D70 D(17,13,14,28)  3.09236  3.09360  3.04742
 D71 D(12,13,17,16)  3.07059  3.04778  3.02645
 D72 D(12,13,17,19) -0.09618 -0.15612 -0.11478
 D73 D(14,13,17,16)  0.00394 -0.01100  0.00287
 D74 D(14,13,17,19)  3.12036  3.06828 -3.13836
 D75 D(13,14,15,16)  0.00507 -0.00291  0.00467
 D76 D(13,14,15,40)  3.14074  3.13360 -3.13208
 D77 D(28,14,15,16) -3.09171 -3.08640 -3.04655
 D78 D(28,14,15,40)  0.04396  0.05010  0.09988
 D79 D(14,15,16,17) -0.00276 -0.00398 -0.00296
 D80 D(14,15,16,29) -3.13505 -3.13242 -3.12314
 D81 D(40,15,16,17) -3.13858 -3.14064  3.13392
 D82 D(40,15,16,29)  0.01231  0.01410  0.01374
 D83 D(14,15,40,41)  0.35443  0.09114  0.10358
 D84 D(14,15,40,42) -2.78483 -3.04830 -3.03435
 D85 D(16,15,40,41) -2.79422 -3.05649 -3.03226
 D86 D(16,15,40,42)  0.34970  0.08726  0.11299
 D87 D(15,16,17,13) -0.00074  0.00928  0.00009
 D88 D(15,16,17,19) -3.11709 -3.06999  3.14129
 D89 D(29,16,17,13)  3.13248  3.13917  3.12272
 D90 D(29,16,17,19)  0.01613  0.05990 -0.01926
 D91  D(13,17,19,1)  0.20677  0.36111  0.65252
 D92 D(13,17,19,18)  2.29406  2.44778  2.71163
 D93 D(13,17,19,20) -1.85885 -1.71262 -1.40734
 D94  D(16,17,19,1) -2.96435 -2.85299 -2.48864
 D95 D(16,17,19,18) -0.87706 -0.76631 -0.42953
 D96 D(16,17,19,20)  1.25322  1.35647  1.73470
 D97  D(3,30,31,33)  3.13865  3.13996  3.13706
 D98  D(3,30,31,36) -0.01881 -0.00757 -0.01233
 D99 D(32,30,31,33) -0.00167  0.00077 -0.00227
D100 D(32,30,31,36)  3.12406  3.13643  3.13153
D101  D(3,30,32,34)  3.14028 -3.13938 -3.13716
D102  D(3,30,32,37) -0.01809 -0.00691 -0.00328
D103 D(31,30,32,34) -0.00259 -0.00020  0.00216
D104 D(31,30,32,37)  3.12222  3.13227  3.13604
D105 D(30,31,33,35)  0.00415 -0.00077  0.00112
D106 D(30,31,33,38)  3.13695  3.13943  3.13934
D107 D(36,31,33,35) -3.12169 -3.13647 -3.13274
D108 D(36,31,33,38)  0.01111  0.00373  0.00548
D109 D(30,32,34,35)  0.00432 -0.00036 -0.00089
D110 D(30,32,34,39)  3.13851  3.13876  3.13906
D111 D(37,32,34,35) -3.12075 -3.13297 -3.13489
D112 D(37,32,34,39)  0.01345  0.00615  0.00506
D113 D(31,33,35,34) -0.00238  0.00018  0.00023
D114 D(31,33,35,50)  3.13897 -3.14073  3.14079
D115 D(38,33,35,34) -3.13543 -3.14006 -3.13810
D116 D(38,33,35,50)  0.00592  0.00221  0.00246
D117 D(32,34,35,33) -0.00178  0.00037 -0.00035
D118 D(32,34,35,50)  3.14008  3.14123 -3.14081
D119 D(39,34,35,33) -3.13582 -3.13870 -3.14026
D120 D(39,34,35,50)  0.00604  0.00215  0.00246
D121 D(33,35,50,51) -3.13712  3.14053 -3.13644
D122 D(34,35,50,51)  0.00421 -0.00035  0.00407
D123 D(15,40,41,43) -3.13680 -3.13894 -3.13490
D124 D(15,40,41,46)  0.02099  0.00999  0.01565
D125 D(42,40,41,43)  0.00255  0.00058  0.00317
D126 D(42,40,41,46) -3.12285 -3.13367 -3.12947
D127 D(15,40,42,44)  3.14134  3.13892  3.13487
D128 D(15,40,42,47)  0.01672  0.00554  0.00340
D129 D(41,40,42,44)  0.00201 -0.00058 -0.00318
D130 D(41,40,42,47) -3.12261 -3.13396 -3.13465
D131 D(40,41,43,45) -0.00482 -0.00005 -0.00098
D132 D(40,41,43,48) -3.13707 -3.13923 -3.13922
D133 D(46,41,43,45)  3.12069  3.13425  3.13172
D134 D(46,41,43,48) -0.01156 -0.00493 -0.00652
D135 D(40,42,44,45) -0.00425  0.00005  0.00099
D136 D(40,42,44,49) -3.13836 -3.13922 -3.13791
D137 D(47,42,44,45)  3.12063  3.13357  3.13261
D138 D(47,42,44,49) -0.01348 -0.00571 -0.00629
D139 D(41,43,45,44)  0.00251 -0.00050 -0.00132
D140 D(41,43,45,55) -3.13837  3.14128  3.14108
D141 D(48,43,45,44)  3.13502  3.13876  3.13703
D142 D(48,43,45,55) -0.00586 -0.00266 -0.00376
D143 D(42,44,45,43)  0.00195  0.00049  0.00131
D144 D(42,44,45,55) -3.14042 -3.14130 -3.14116
D145 D(49,44,45,43)  3.13590  3.13972  3.14016
D146 D(49,44,45,55) -0.00647 -0.00207 -0.00232
D147 D(43,45,55,56)  3.13655 -3.14116  3.13982
D148 D(44,45,55,56) -0.00429  0.00062 -0.00093
D149 D(35,50,51,52)  3.13736  3.14146  3.13770
D150 D(35,50,51,53) -1.06948 -1.06564 -1.06954
D151 D(35,50,51,54)  1.06068  1.06539  1.06158
D152 D(45,55,56,57) -3.13780 -3.14078 -3.14085
D153 D(45,55,56,58) -1.06117 -1.06480 -1.06461
D154 D(45,55,56,59)  1.06902  1.06637  1.06623
