optS0 = -1603.15231614
tdS0 = -1603.06256775
optS1 = -1603.07083328
optR1 = -1603.0647392

Name     Definition    optS0    optS1    optR1
 A53     A(1,19,18)  1.93169  1.93431  1.93099
 A54     A(1,19,20)  1.91489  1.92455  1.93229
 A55    A(17,19,18)  1.92619  1.93293  1.93099
 A56    A(17,19,20)  1.92246  1.92930  1.93229
 A57    A(18,19,20)  1.92558  1.91248  1.94432
 A58     A(3,30,31)  2.11250  2.11064  2.11273
 A59     A(3,30,32)  2.11453  2.12069  2.11855
 A60    A(31,30,32)  2.05615  2.05185  2.05190
 A61    A(30,31,33)  2.12476  2.12654  2.12643
 A62    A(30,31,36)  2.08933  2.08817  2.08905
 A63    A(33,31,36)  2.06898  2.06846  2.06768
 A64    A(30,32,34)  2.11418  2.11538  2.11556
 A65    A(30,32,37)  2.09447  2.09458  2.09476
 A66    A(34,32,37)  2.07443  2.07319  2.07284
 A67    A(31,33,35)  2.08736  2.08645  2.08677
 A68    A(31,33,38)  2.08056  2.08273  2.08244
 A69    A(35,33,38)  2.11523  2.11401  2.11398
 A70    A(32,34,35)  2.10056  2.10028  2.10026
 A71    A(32,34,39)  2.11554  2.11795  2.11769
 A72    A(35,34,39)  2.06706  2.06495  2.06523
 A73    A(33,35,34)  2.08335  2.08588  2.08544
 A74    A(33,35,50)  2.17460  2.17409  2.17401
 A75    A(34,35,50)  2.02524  2.02321  2.02374
 A76    A(15,40,41)  2.11115  2.10985  2.11269
 A77    A(15,40,42)  2.11584  2.12141  2.11859
 A78    A(41,40,42)  2.05619  2.05193  2.05190
 A79    A(40,41,43)  2.12490  2.12655  2.12644
 A80    A(40,41,46)  2.08851  2.08760  2.08905
 A81    A(43,41,46)  2.06966  2.06901  2.06767
 A82    A(40,42,44)  2.11400  2.11526  2.11556
 A83    A(40,42,47)  2.09468  2.09466  2.09476
 A84    A(44,42,47)  2.07439  2.07324  2.07284
 A85    A(41,43,45)  2.08716  2.08635  2.08676
 A86    A(41,43,48)  2.08064  2.08288  2.08243
 A87    A(45,43,48)  2.11535  2.11395  2.11399
 A88    A(42,44,45)  2.10070  2.10030  2.10027
 A89    A(42,44,49)  2.11555  2.11800  2.11769
 A90    A(45,44,49)  2.06691  2.06488  2.06522
 A91    A(43,45,44)  2.08341  2.08599  2.08544
 A92    A(43,45,55)  2.17469  2.17401  2.17402
 A93    A(44,45,55)  2.02508  2.02318  2.02373
 A94    A(35,50,51)  2.04785  2.05591  2.05472
 A95    A(50,51,52)  1.85251  1.84981  1.85011
 A96    A(50,51,53)  1.94104  1.93726  1.93776
 A97    A(50,51,54)  1.94104  1.93739  1.93758
 A98    A(52,51,53)  1.91036  1.91305  1.91277
 A99    A(52,51,54)  1.91063  1.91318  1.91303
A100    A(53,51,54)  1.90737  1.91220  1.91165
A101    A(45,55,56)  2.04778  2.05604  2.05472
A102    A(55,56,57)  1.85251  1.84973  1.85011
A103    A(55,56,58)  1.94112  1.93734  1.93758
A104    A(55,56,59)  1.94103  1.93716  1.93775
A105    A(57,56,58)  1.91054  1.91327  1.91303
A106    A(57,56,59)  1.91036  1.91307  1.91277
A107    A(58,56,59)  1.90740  1.91230  1.91165
  D1     D(5,1,2,3) -0.00011 -0.01300  0.00041
  D2    D(5,1,2,21) -3.11408 -3.12026 -3.12508
  D3    D(19,1,2,3)  2.99255  2.95791 -3.13877
  D4   D(19,1,2,21) -0.12143 -0.14935  0.01894
  D5     D(2,1,5,4)  0.00836  0.02351 -0.00368
  D6    D(2,1,5,12) -3.13262 -3.09630 -3.02669
  D7    D(19,1,5,4) -2.98413 -2.94569  3.13564
  D8   D(19,1,5,12)  0.15808  0.21768  0.11263
  D9   D(2,1,19,17)  3.07853  2.94803  2.48806
 D10   D(2,1,19,18)  0.99486  0.86216  0.42967
 D11   D(2,1,19,20) -1.13416 -1.25859 -1.73463
 D12   D(5,1,19,17) -0.23727 -0.39268 -0.65081
 D13   D(5,1,19,18) -2.32094 -2.47855 -2.70920
 D14   D(5,1,19,20)  1.83322  1.68389  1.40968
 D15     D(1,2,3,4) -0.00821 -0.00240  0.00297
 D16    D(1,2,3,30) -3.13925 -3.13332 -3.13465
 D17    D(21,2,3,4)  3.10273  3.10065  3.12637
 D18   D(21,2,3,30) -0.02832 -0.03026 -0.01126
 D19     D(2,3,4,5)  0.01300  0.01684 -0.00518
 D20    D(2,3,4,22) -3.14058 -3.13758  3.04849
 D21    D(30,3,4,5) -3.13945 -3.13577  3.13233
 D22   D(30,3,4,22) -0.00985 -0.00701 -0.09719
 D23   D(2,3,30,31)  2.78154  3.04412  3.05758
 D24   D(2,3,30,32) -0.36074 -0.09901 -0.08666
 D25   D(4,3,30,31) -0.34712 -0.08440 -0.07916
 D26   D(4,3,30,32)  2.79378  3.05565  3.05978
 D27     D(3,4,5,1) -0.01344 -0.02468  0.00547
 D28    D(3,4,5,12)  3.12746  3.09172  3.00592
 D29    D(22,4,5,1)  3.13985  3.12944 -3.04911
 D30   D(22,4,5,12) -0.00244 -0.03734 -0.04867
 D31   D(1,5,12,11)  3.12522 -3.13907 -2.69350
