optS0 = -1603.15431279
tdS0 = -1603.06429958
optS1 = -1603.07368808
optR1 = -1603.06736286

Name     Definition    optS0    optS1    optR1
A102    A(55,56,57)  1.85236  1.84952  1.84989
A103    A(55,56,58)  1.94076  1.93696  1.93715
A104    A(55,56,59)  1.94067  1.93676  1.93732
A105    A(57,56,58)  1.91082  1.91356  1.91336
A106    A(57,56,59)  1.91062  1.91336  1.91310
A107    A(58,56,59)  1.90773  1.91271  1.91209
  D1     D(5,1,2,3) -0.00010 -0.01240  0.00098
  D2    D(5,1,2,21) -3.11473 -3.12128 -3.12517
  D3    D(19,1,2,3)  2.99450  2.96068 -3.14125
  D4   D(19,1,2,21) -0.12013 -0.14820  0.01579
  D5     D(2,1,5,4)  0.00830  0.02285 -0.00421
  D6    D(2,1,5,12) -3.13428 -3.09742 -3.03040
  D7    D(19,1,5,4) -2.98614 -2.94875  3.13798
  D8   D(19,1,5,12)  0.15445  0.21417  0.11179
  D9   D(2,1,19,17)  3.08304  2.94972  2.49436
 D10   D(2,1,19,18)  0.99799  0.86181  0.43307
 D11   D(2,1,19,20) -1.12795 -1.25618 -1.72781
 D12   D(5,1,19,17) -0.23049 -0.38840 -0.64794
 D13   D(5,1,19,18) -2.31554 -2.47631 -2.70924
 D14   D(5,1,19,20)  1.84170  1.68889  1.41307
 D15     D(1,2,3,4) -0.00816 -0.00271  0.00259
 D16    D(1,2,3,30) -3.13914 -3.13462 -3.13575
 D17    D(21,2,3,4)  3.10350  3.10220  3.12675
 D18   D(21,2,3,30) -0.02747 -0.02971 -0.01158
 D19     D(2,3,4,5)  0.01293  0.01674 -0.00513
 D20    D(2,3,4,22) -3.13982 -3.13839  3.04923
 D21    D(30,3,4,5) -3.13959 -3.13486  3.13310
 D22   D(30,3,4,22) -0.00916 -0.00680 -0.09572
 D23   D(2,3,30,31)  2.79299  3.04984  3.06013
 D24   D(2,3,30,32) -0.34926 -0.09355 -0.08401
 D25   D(4,3,30,31) -0.33559 -0.07990 -0.07747
