optS0 = -1374.17333792
tdS0 = -1374.0785332
optS1 = -1374.08649789
optR1 = -1374.08121667

Name     Definition    optS0    optS1    optR1
 A60    A(31,30,32)  2.06947  2.06562  2.06589
 A61    A(30,31,33)  2.10654  2.10717  2.10741
 A62    A(30,31,36)  2.08871  2.08946  2.09004
 A63    A(33,31,36)  2.08780  2.08652  2.08570
 A64    A(30,32,34)  2.10632  2.10708  2.10703
 A65    A(30,32,37)  2.09189  2.09450  2.09406
 A66    A(34,32,37)  2.08485  2.08156  2.08205
 A67    A(31,33,35)  2.09914  2.09898  2.09892
 A68    A(31,33,38)  2.08779  2.08883  2.08857
 A69    A(35,33,38)  2.09623  2.09537  2.09569
 A70    A(32,34,35)  2.09913  2.09894  2.09910
 A71    A(32,34,39)  2.08742  2.08821  2.08798
 A72    A(35,34,39)  2.09661  2.09603  2.09611
 A73    A(33,35,34)  2.08575  2.08858  2.08802
 A74    A(33,35,40)  2.09871  2.09738  2.09768
 A75    A(34,35,40)  2.09872  2.09722  2.09749
 A76    A(15,41,42)  2.10380  2.10363  2.11254
 A77    A(15,41,43)  2.10965  2.11368  2.10479
 A78    A(42,41,43)  2.06973  2.06588  2.06585
 A79    A(41,42,44)  2.10649  2.10695  2.10711
 A80    A(41,42,47)  2.08788  2.08899  2.09407
 A81    A(44,42,47)  2.08867  2.08720  2.08197
 A82    A(41,43,45)  2.10609  2.10701  2.10739
 A83    A(41,43,48)  2.09181  2.09406  2.09016
 A84    A(45,43,48)  2.08515  2.08207  2.08560
 A85    A(42,44,46)  2.09890  2.09896  2.09906
 A86    A(42,44,49)  2.08805  2.08897  2.08801
 A87    A(46,44,49)  2.09620  2.09525  2.09611
 A88    A(43,45,46)  2.09913  2.09881  2.09897
 A89    A(43,45,50)  2.08754  2.08835  2.08854
 A90    A(46,45,50)  2.09649  2.09603  2.09567
 A91    A(44,46,45)  2.08600  2.08875  2.08800
 A92    A(44,46,51)  2.09861  2.09733  2.09752
 A93    A(45,46,51)  2.09857  2.09710  2.09767
  D1     D(5,1,2,3) -0.00192 -0.01427 -0.00087
  D2    D(5,1,2,21) -3.11354 -3.11790 -3.12510
  D3    D(19,1,2,3)  3.00112  2.95147 -3.13188
  D4   D(19,1,2,21) -0.11050 -0.15217  0.02708
  D5     D(2,1,5,4)  0.01021  0.02507 -0.00549
  D6    D(2,1,5,12) -3.13839 -3.08983 -3.03018
  D7    D(19,1,5,4) -2.99225 -2.93969  3.12624
  D8   D(19,1,5,12)  0.14233  0.22860  0.10154
