optS0 = -1374.1754753
tdS0  = -1374.08066983
optS1 = -1374.0898445
optR1 = -1374.08420143

Name     Definition  -optS0_Value  -optS1_Value  -optR1_Value
 D40   D(7,6,11,12)     -179.7887      179.9393     -179.5811
 D41  D(23,6,11,10)      178.8931      179.2349      174.6223
 D42  D(23,6,11,12)       -1.3800       -1.3114       -1.7453
 D43     D(6,7,8,9)        0.3046       -0.2006        1.6750
 D44    D(6,7,8,25)     -179.6301      179.9709     -179.8415
 D45    D(24,7,8,9)     -179.5849     -179.7535     -177.5761
 D46   D(24,7,8,25)        0.4804        0.4180        0.9074
 D47    D(7,8,9,10)        0.4044        0.2547       -1.6782
 D48    D(7,8,9,26)     -179.3878     -179.1534      177.5628
 D49   D(25,8,9,10)     -179.6609     -179.9167      179.8383
 D50   D(25,8,9,26)        0.5469        0.6751       -0.9207
 D51   D(8,9,10,11)       -0.6664        0.0655       -0.8243
 D52   D(8,9,10,27)     -178.8749     -178.0854      177.0458
 D53  D(26,9,10,11)      179.1269      179.4770      179.9279
 D54  D(26,9,10,27)        0.9184        1.3260       -2.2020
 D55   D(9,10,11,6)        0.2222       -0.4312        3.2102
 D56  D(9,10,11,12)     -179.5039     -179.8788      179.5782
 D57  D(27,10,11,6)      178.4406      177.7236     -174.6266
 D58 D(27,10,11,12)       -1.2854       -1.7240        1.7413
 D59   D(6,11,12,5)      128.4336      134.1437     -178.9518
 D60  D(6,11,12,13)      -52.2109      -49.4500       -4.6570
 D61  D(10,11,12,5)      -51.8421      -46.4182        4.8456
 D62 D(10,11,12,13)      127.5134      129.9881      179.1404
 D63  D(5,12,13,14)      173.6751      168.3445      140.2179
 D64  D(5,12,13,17)       -1.3957       -5.7719      -31.3734
 D65 D(11,12,13,14)       -5.6838       -8.1810      -34.6077
 D66 D(11,12,13,17)      179.2454      177.7026      153.8010
 D67 D(12,13,14,15)     -175.8889     -174.1462     -172.9298
 D68 D(12,13,14,28)        1.6443        2.6511        2.6079
 D69 D(17,13,14,15)       -0.3245        0.5691       -0.5832
 D70 D(17,13,14,28)      177.2087      177.3663      174.9545
 D71 D(12,13,17,16)      176.2470      174.6235      173.9318
 D72 D(12,13,17,19)       -4.4347       -9.4866       -5.6887
 D73 D(14,13,17,16)        0.1593       -0.7223        0.3681
 D74 D(14,13,17,19)      179.4776      175.1676     -179.2525
 D75 D(13,14,15,16)        0.3541       -0.2215        0.5721
 D76 D(13,14,15,41)     -179.9556      179.5883     -179.1604
 D77 D(28,14,15,16)     -177.1114     -176.9133     -174.9022
 D78 D(28,14,15,41)        2.5790        2.8965        5.3653
 D79 D(14,15,16,17)       -0.2668       -0.2303       -0.3533
 D80 D(14,15,16,29)     -179.6602     -179.2779     -179.3348
 D81 D(41,15,16,17)     -179.9651      179.9531      179.3872
 D82 D(41,15,16,29)        0.6415        0.9054        0.4057
 D83 D(14,15,41,42)       21.9620        6.2705     -173.8791
 D84 D(14,15,41,43)     -157.9708     -173.6180        5.9162
 D85 D(16,15,41,42)     -158.4067     -173.9543        6.4381
 D86 D(16,15,41,43)       21.6604        6.1573     -173.7665
 D87 D(15,16,17,13)        0.0668        0.5895       -0.0071
 D88 D(15,16,17,19)     -179.2512     -175.2727      179.5857
 D89 D(29,16,17,13)      179.5196      179.7383      179.0884
 D90 D(29,16,17,19)        0.2017        3.8761       -1.3188
 D91  D(13,17,19,1)        9.9279       21.9143       37.4490
 D92 D(13,17,19,18)      129.5420      141.4688      155.4896
 D93 D(13,17,19,20)     -108.5816      -96.6315      -80.3344
 D94  D(16,17,19,1)     -170.8708     -162.8893     -142.0952
 D95 D(16,17,19,18)      -51.2567      -43.3348      -24.0545
 D96 D(16,17,19,20)       70.6197       78.5649      100.1214
 D97  D(3,30,31,33)     -179.9895      179.9526      179.6141
 D98  D(3,30,31,36)       -0.9811       -0.4720       -0.9262
