optS0 = -912.194084814
tdS0 = -912.085019841
optS1 = -912.095480965
optR1 = -912.092466161

Name     Definition     optS0     optS1     optR1
 D21     D(2,3,5,6) -179.5406 -179.5766 -179.5514
 D22     D(2,3,5,7)   -0.3010   -0.2880    0.7597
 D23     D(4,3,5,6)   -0.0733    0.0752    0.6440
 D24     D(4,3,5,7)  179.1663  179.3638 -179.0448
 D25     D(3,5,7,8) -178.3031 -177.8740  176.5205
 D26     D(3,5,7,9)    0.4824    0.2031   -1.4346
 D27     D(6,5,7,8)    0.9180    1.3928   -3.1606
 D28     D(6,5,7,9)  179.7034  179.4699  178.8843
 D29     D(5,7,9,2)   -0.4994   -0.0573    1.5962
 D30    D(5,7,9,10) -176.4921 -175.7596  175.2711
 D31     D(8,7,9,2)  178.3194  178.0849 -176.4035
 D32    D(8,7,9,10)    2.3267    2.3827   -2.7287
 D33   D(2,9,10,18)   -1.3526   -5.8519   35.9746
 D34   D(2,9,10,21)  179.2475  177.3727 -150.8258
 D35   D(7,9,10,18)  174.1930  169.3355 -137.0631
 D36   D(7,9,10,21)   -5.2069   -7.4399   36.1365
 D37  D(9,10,18,11)   -0.3841    3.9642  -36.0530
 D38  D(9,10,18,16)  178.5254 -175.3855  137.0397
 D39 D(21,10,18,11)  179.0139 -179.3072  150.7416
 D40 D(21,10,18,16)   -2.0766    1.3432  -36.1656
 D41  D(9,10,21,22)  -52.4454  -48.9922    5.2910
 D42  D(9,10,21,29)  127.3469  130.4050 -178.0410
 D43 D(18,10,21,22)  128.1577  134.3716  177.6200
 D44 D(18,10,21,29)  -52.0500  -46.2312   -5.7120
 D45  D(1,11,12,13)   -5.7492   -7.8238   -2.6109
 D46  D(1,11,12,14)  173.6343  171.1263  177.2035
 D47 D(18,11,12,13) -179.4130 -179.3219  179.8957
 D48 D(18,11,12,14)   -0.0295   -0.3719   -0.2899
 D49  D(1,11,18,10)    5.9216    9.8634   -1.8216
 D50  D(1,11,18,16) -173.2147 -170.6492 -176.5000
 D51 D(12,11,18,10)  179.5633 -178.7463  175.8686
 D52 D(12,11,18,16)    0.4270    0.7412    1.1903
 D53 D(11,12,14,15) -179.9971 -179.7088  179.5674
 D54 D(11,12,14,16)   -0.3853   -0.1528   -0.7462
 D55 D(13,12,14,15)   -0.6814   -0.8740   -0.6398
 D56 D(13,12,14,16)  178.9303  178.6821  179.0466
 D57 D(12,14,16,17) -178.8297 -179.0471 -176.5252
 D58 D(12,14,16,18)    0.6308    0.6008    1.4492
 D59 D(15,14,16,17)    0.7728    0.4961    3.1534
 D60 D(15,14,16,18) -179.7667 -179.8560 -178.8722
 D61 D(14,16,18,10) -179.6788  178.5891 -175.3596
 D62 D(14,16,18,11)   -0.6608   -0.8273   -1.6327
 D63 D(17,16,18,10)   -0.2043   -1.7538    2.6595
 D64 D(17,16,18,11)  178.8137  178.8299  176.3863
 D65 D(10,21,22,23)   -1.3445   -1.5745    1.2211
 D66 D(10,21,22,24) -179.7793  179.7747  179.3871
 D67 D(29,21,22,23)  178.8612  179.0132 -175.5710
 D68 D(29,21,22,24)    0.4264    0.3624    2.5950
 D69 D(10,21,29,27) -179.5150 -179.6818 -179.3856
 D70 D(10,21,29,30)   -1.2451   -1.6205   -1.2734
 D71 D(22,21,29,27)    0.2788   -0.2751   -2.5918
 D72 D(22,21,29,30)  178.5488  177.7863  175.5204
 D73 D(21,22,24,25)  179.1541  179.3936 -179.9894
 D74 D(21,22,24,26)   -0.7263   -0.1804   -0.6224
 D75 D(23,22,24,25)    0.7293    0.7497   -1.8048
 D76 D(23,22,24,26) -179.1511 -178.8243  177.5621
 D77 D(22,24,26,27)    0.3193   -0.0951   -1.4373
 D78 D(22,24,26,31) -179.6355 -179.9709  179.8564
 D79 D(25,24,26,27) -179.5605 -179.6668  177.9249
 D80 D(25,24,26,31)    0.4847    0.4574   -0.7814
 D81 D(24,26,27,28) -179.4325 -179.2210 -177.9063
 D82 D(24,26,27,29)    0.3882    0.1822    1.4405
 D83 D(31,26,27,28)    0.5224    0.6548    0.8001
 D84 D(31,26,27,29) -179.6570 -179.9420 -179.8531
 D85 D(26,27,29,21)   -0.6864    0.0056    0.6158
 D86 D(26,27,29,30) -178.9460 -178.0520 -177.5148
 D87 D(28,27,29,21)  179.1353  179.4121  179.9675
 D88 D(28,27,29,30)    0.8756    1.3545    1.8369
