optS0 = -912.194221551
tdS0 = -912.086104297
optS1 = -912.095778559
optR1 = -912.092702665

Name     Definition    optS0    optS1    optR1
 D22     D(2,3,5,7) -0.00526 -0.00499  0.01317
 D23     D(4,3,5,6) -0.00131  0.00131  0.01100
 D24     D(4,3,5,7)  3.12704  3.13051 -3.12501
 D25     D(3,5,7,8) -3.11202 -3.10467  3.08073
 D26     D(3,5,7,9)  0.00843  0.00352 -0.02494
 D27     D(6,5,7,8)  0.01600  0.02415 -0.05515
 D28     D(6,5,7,9)  3.13645  3.13234  3.12237
 D29     D(5,7,9,2) -0.00873 -0.00099  0.02779
 D30    D(5,7,9,10) -3.08047 -3.06789  3.05926
 D31     D(8,7,9,2)  3.11230  3.10832 -3.07865
 D32    D(8,7,9,10)  0.04057  0.04143 -0.04719
 D33   D(2,9,10,18) -0.02360 -0.10155  0.62688
 D34   D(2,9,10,21)  3.12843  3.09606 -2.63311
 D35   D(7,9,10,18)  3.04034  2.95641 -2.39348
 D36   D(7,9,10,21) -0.09081 -0.12917  0.62972
 D37  D(9,10,18,11) -0.00675  0.06875 -0.62821
 D38  D(9,10,18,16)  3.11570 -3.06168  2.39310
 D39 D(21,10,18,11)  3.12437 -3.12966  2.63168
 D40 D(21,10,18,16) -0.03636  0.02309 -0.63020
 D41  D(9,10,21,22) -0.91497 -0.85553  0.09215
 D42  D(9,10,21,29)  2.22301  2.27559 -3.10786
 D43 D(18,10,21,22)  2.23711  2.34448  3.10023
 D44 D(18,10,21,29) -0.90810 -0.80758 -0.09978
 D45  D(1,11,12,13) -0.10025 -0.13612 -0.04500
 D46  D(1,11,12,14)  3.03059  2.98729  3.09336
 D47 D(18,11,12,13) -3.13136 -3.12986  3.13971
 D48 D(18,11,12,14) -0.00051 -0.00645 -0.00512
 D49  D(1,11,18,10)  0.10316  0.17139 -0.03216
 D50  D(1,11,18,16) -3.02328 -2.97899 -3.08109
 D51 D(12,11,18,10)  3.13389 -3.11993  3.06970
 D52 D(12,11,18,16)  0.00745  0.01288  0.02077
 D53 D(11,12,14,15) -3.14156 -3.13663  3.13430
 D54 D(11,12,14,16) -0.00673 -0.00268 -0.01293
 D55 D(13,12,14,15) -0.01189 -0.01521 -0.01091
 D56 D(13,12,14,16)  3.12294  3.11874  3.12505
 D57 D(12,14,16,17) -3.12119 -3.12507 -3.08082
 D58 D(12,14,16,18)  0.01101  0.01046  0.02520
 D59 D(15,14,16,17)  0.01348  0.00866  0.05500
 D60 D(15,14,16,18) -3.13751 -3.13900 -3.12217
 D61 D(14,16,18,10) -3.13589  3.11720 -3.06079
 D62 D(14,16,18,11) -0.01153 -0.01439 -0.02843
 D63 D(17,16,18,10) -0.00345 -0.03030  0.04601
 D64 D(17,16,18,11)  3.12091  3.12130  3.07837
 D65 D(10,21,22,23) -0.02349 -0.02740  0.02115
 D66 D(10,21,22,24) -3.13773  3.13763  3.13073
 D67 D(29,21,22,23)  3.12169  3.12440 -3.06420
 D68 D(29,21,22,24)  0.00744  0.00625  0.04537
 D69 D(10,21,29,27) -3.13312 -3.13607 -3.13071
 D70 D(10,21,29,30) -0.02175 -0.02815 -0.02209
 D71 D(22,21,29,27)  0.00488 -0.00478 -0.04532
 D72 D(22,21,29,30)  3.11625  3.10314  3.06330
 D73 D(21,22,24,25)  3.12683  3.13109 -3.14147
 D74 D(21,22,24,26) -0.01269 -0.00308 -0.01090
 D75 D(23,22,24,25)  0.01276  0.01306 -0.03156
 D76 D(23,22,24,26) -3.12676 -3.12111  3.09901
 D77 D(22,24,26,27)  0.00558 -0.00167 -0.02511
 D78 D(22,24,26,31) -3.13522 -3.14111  3.13906
 D79 D(25,24,26,27) -3.13392 -3.13580  3.10538
 D80 D(25,24,26,31)  0.00846  0.00795 -0.01364
 D81 D(24,26,27,28) -3.13170 -3.12807 -3.10505
 D82 D(24,26,27,29)  0.00678  0.00313  0.02516
 D83 D(31,26,27,28)  0.00911  0.01137  0.01397
 D84 D(31,26,27,29) -3.13560 -3.14062 -3.13900
 D85 D(26,27,29,21) -0.01199  0.00014  0.01078
 D86 D(26,27,29,30) -3.12319 -3.10771 -3.09816
 D87 D(28,27,29,21)  3.12650  3.13140  3.14108
 D88 D(28,27,29,30)  0.01531  0.02355  0.03214
